request_id,partner_id,oatmeal,cornflakes,coconut,sugar,delivery_date,customer_order_id,duration_sec,status,start_time,porder_id,status number
43590,25,0,1,0,1,9/7/2020,63590,120,final,9/3/2020 8:38,1005676,1
43591,44,0,1,1,0,9/7/2020,63591,120,final,9/3/2020 8:40,1005677,1
43594,196,0,1,1,0,9/7/2020,63594,120,final,9/3/2020 8:42,1005678,1
43596,161,0,1,0,1,9/7/2020,63596,120,final,9/3/2020 8:44,1005679,1
43597,43,1,1,0,0,9/7/2020,63597,120,final,9/3/2020 8:46,1005680,1
43598,74,1,0,0,1,9/7/2020,63598,120,final,9/3/2020 8:48,1005681,1
43601,95,0,1,0,1,9/7/2020,63601,120,final,9/3/2020 8:50,1005682,1
43605,112,0,1,0,1,9/7/2020,63605,120,final,9/3/2020 8:52,1005683,1
43608,166,0,1,1,0,9/7/2020,63608,120,final,9/3/2020 8:54,1005684,1
43609,95,0,1,1,0,9/7/2020,63609,120,final,9/3/2020 8:56,1005685,1
43610,47,0,1,1,0,9/7/2020,63610,120,final,9/3/2020 8:58,1005686,1
43611,177,0,1,0,1,9/7/2020,63611,120,final,9/3/2020 9:00,1005687,1
43618,71,1,0,1,0,9/7/2020,63618,120,final,9/3/2020 9:02,1005688,1
43619,89,1,1,0,0,9/7/2020,63619,120,final,9/3/2020 9:04,1005689,1
43622,70,1,0,0,1,9/7/2020,63622,120,final,9/3/2020 9:06,1005690,1
43625,35,1,0,0,1,9/7/2020,63625,120,final,9/3/2020 9:08,1005691,1
43626,148,0,1,0,1,9/7/2020,63626,120,final,9/3/2020 9:10,1005692,1
43627,151,1,1,0,0,9/7/2020,63627,120,final,9/3/2020 9:12,1005693,1
43628,199,1,0,1,0,9/7/2020,63628,120,final,9/3/2020 9:14,1005694,1
43629,194,1,1,0,0,9/7/2020,63629,120,final,9/3/2020 9:16,1005695,1
43630,156,0,1,0,1,9/7/2020,63630,120,final,9/3/2020 9:18,1005696,1
43632,199,1,0,0,1,9/7/2020,63632,120,final,9/3/2020 9:20,1005697,1
43634,56,1,1,0,0,9/7/2020,63634,120,final,9/3/2020 9:22,1005698,1
43636,171,1,1,0,0,9/7/2020,63636,120,final,9/3/2020 9:24,1005699,1
43640,99,0,1,0,1,9/7/2020,63640,120,final,9/3/2020 9:26,1005700,1
43643,124,0,1,0,1,9/7/2020,63643,120,final,9/3/2020 9:28,1005701,1
43644,87,1,0,0,1,9/7/2020,63644,120,final,9/3/2020 9:30,1005702,1
43652,139,0,1,1,0,9/7/2020,63652,120,final,9/3/2020 9:32,1005703,1
43654,88,0,1,1,0,9/7/2020,63654,120,final,9/3/2020 9:34,1005704,1
43660,199,1,0,1,0,9/7/2020,63660,120,final,9/3/2020 9:36,1005705,1
43665,41,1,1,0,0,9/7/2020,63665,120,final,9/3/2020 9:38,1005706,1
43669,83,0,1,0,1,9/7/2020,63669,120,final,9/3/2020 9:40,1005707,1
43566,72,0,1,1,1,9/7/2020,63566,120,final,9/3/2020 9:42,1005708,1
43577,200,1,0,1,1,9/7/2020,63577,120,final,9/3/2020 9:44,1005709,1
43580,23,1,1,0,1,9/7/2020,63580,120,final,9/3/2020 9:46,1005710,1
43583,179,1,1,0,1,9/7/2020,63583,120,final,9/3/2020 9:48,1005711,1
43592,170,0,1,1,1,9/7/2020,63592,120,final,9/3/2020 9:50,1005712,1
43595,183,0,1,1,1,9/7/2020,63595,120,final,9/3/2020 9:52,1005713,1
43599,11,0,1,1,1,9/7/2020,63599,120,final,9/3/2020 9:54,1005714,1
43602,188,0,1,1,1,9/7/2020,63602,120,final,9/3/2020 9:56,1005715,1
43603,153,0,1,1,1,9/7/2020,63603,120,final,9/3/2020 9:58,1005716,1
43604,49,1,0,1,1,9/7/2020,63604,120,final,9/3/2020 10:00,1005717,1
43606,57,0,1,1,1,9/7/2020,63606,120,final,9/3/2020 10:02,1005718,1
43607,106,1,0,1,1,9/7/2020,63607,120,final,9/3/2020 10:04,1005719,1
43613,123,0,1,1,1,9/7/2020,63613,120,final,9/3/2020 10:06,1005720,1
43615,9,0,1,1,1,9/7/2020,63615,120,final,9/3/2020 10:08,1005721,1
43620,122,1,1,1,0,9/7/2020,63620,120,final,9/3/2020 10:10,1005722,1
43621,164,1,1,1,0,9/7/2020,63621,120,final,9/3/2020 10:12,1005723,1
43623,40,1,0,1,1,9/7/2020,63623,120,final,9/3/2020 10:14,1005724,1
43624,190,0,1,1,1,9/7/2020,63624,120,final,9/3/2020 10:16,1005725,1
43637,24,1,1,0,1,9/7/2020,63637,120,final,9/3/2020 10:18,1005726,1
43641,108,0,1,1,1,9/7/2020,63641,120,final,9/3/2020 10:20,1005727,1
43642,99,1,0,1,1,9/7/2020,63642,120,final,9/3/2020 10:22,1005728,1
43647,87,1,1,1,0,9/7/2020,63647,120,final,9/3/2020 10:24,1005729,1
43648,54,0,1,1,1,9/7/2020,63648,120,final,9/3/2020 10:26,1005730,1
43678,146,1,1,0,1,9/7/2020,63678,120,final,9/3/2020 10:28,1005731,1
43682,99,0,1,1,1,9/7/2020,63682,120,final,9/3/2020 10:30,1005732,1
43693,147,1,0,1,1,9/7/2020,63693,120,final,9/3/2020 10:32,1005733,1
43576,138,1,1,1,1,9/7/2020,63576,120,final,9/3/2020 10:34,1005734,1
43593,117,1,1,1,1,9/7/2020,63593,120,final,9/3/2020 10:36,1005735,1
43635,67,1,1,1,1,9/7/2020,63635,120,final,9/3/2020 10:38,1005736,1
43631,197,0,1,0,0,9/7/2020,63631,120,final,9/4/2020 8:00,1005737,1
43646,73,1,0,0,0,9/7/2020,63646,120,final,9/4/2020 8:02,1005738,1
43658,128,0,1,0,0,9/7/2020,63658,120,final,9/4/2020 8:04,1005739,1
43659,62,0,1,0,0,9/7/2020,63659,120,final,9/4/2020 8:06,1005740,1
43672,166,0,1,0,0,9/7/2020,63672,120,final,9/4/2020 8:08,1005741,1
43676,40,0,1,0,0,9/7/2020,63676,120,final,9/4/2020 8:10,1005742,1
43681,1,0,1,0,0,9/7/2020,63681,120,final,9/4/2020 8:12,1005743,1
43705,84,0,1,0,0,9/7/2020,63705,120,final,9/4/2020 8:14,1005744,1
43715,129,1,0,0,0,9/8/2020,63715,120,final,9/4/2020 8:16,1005745,1
43717,32,0,1,0,0,9/8/2020,63717,120,final,9/4/2020 8:18,1005746,1
43724,146,0,1,0,0,9/8/2020,63724,120,final,9/4/2020 8:20,1005747,1
43727,138,0,1,0,0,9/8/2020,63727,120,final,9/4/2020 8:22,1005748,1
43728,75,1,0,0,0,9/8/2020,63728,120,final,9/4/2020 8:24,1005749,1
43730,185,0,1,0,0,9/8/2020,63730,120,final,9/4/2020 8:26,1005750,1
43731,155,1,0,0,0,9/8/2020,63731,120,final,9/4/2020 8:28,1005751,1
43733,200,1,0,0,0,9/8/2020,63733,120,final,9/4/2020 8:30,1005752,1
43734,36,0,1,0,0,9/8/2020,63734,120,final,9/4/2020 8:32,1005753,1
43737,133,1,0,0,0,9/8/2020,63737,120,final,9/4/2020 8:34,1005754,1
43738,59,0,1,0,0,9/8/2020,63738,120,final,9/4/2020 8:36,1005755,1
43747,41,1,0,0,0,9/8/2020,63747,120,final,9/4/2020 8:38,1005756,1
43750,195,0,1,0,0,9/8/2020,63750,120,final,9/4/2020 8:40,1005757,1
43754,54,1,0,0,0,9/8/2020,63754,120,final,9/4/2020 8:42,1005758,1
43778,67,0,1,0,0,9/8/2020,63778,120,final,9/4/2020 8:44,1005759,1
43639,193,0,1,1,0,9/7/2020,63639,120,final,9/4/2020 8:46,1005760,1
43645,164,0,1,0,1,9/7/2020,63645,120,final,9/4/2020 8:48,1005761,1
43651,151,1,0,1,0,9/7/2020,63651,120,final,9/4/2020 8:50,1005762,1
43655,97,0,1,1,0,9/7/2020,63655,120,final,9/4/2020 8:52,1005763,1
43656,31,0,1,1,0,9/7/2020,63656,120,final,9/4/2020 8:54,1005764,1
43657,183,0,1,0,1,9/7/2020,63657,120,final,9/4/2020 8:56,1005765,1
43662,44,0,1,0,1,9/7/2020,63662,120,final,9/4/2020 8:58,1005766,1
43670,14,0,1,0,1,9/7/2020,63670,120,final,9/4/2020 9:00,1005767,1
43673,95,1,0,0,1,9/7/2020,63673,120,final,9/4/2020 9:02,1005768,1
43675,91,1,0,0,1,9/7/2020,63675,120,final,9/4/2020 9:04,1005769,1
43680,85,0,1,1,0,9/7/2020,63680,120,final,9/4/2020 9:06,1005770,1
43684,17,1,0,0,1,9/7/2020,63684,120,final,9/4/2020 9:08,1005771,1
43694,1,0,1,1,0,9/7/2020,63694,120,final,9/4/2020 9:10,1005772,1
43698,64,0,1,1,0,9/7/2020,63698,120,final,9/4/2020 9:12,1005773,1
43701,2,1,0,1,0,9/7/2020,63701,120,final,9/4/2020 9:14,1005774,1
43702,130,0,1,1,0,9/7/2020,63702,120,final,9/4/2020 9:16,1005775,1
43704,125,0,1,1,0,9/7/2020,63704,120,final,9/4/2020 9:18,1005776,1
43706,45,1,0,0,1,9/7/2020,63706,120,final,9/4/2020 9:20,1005777,1
43708,139,0,1,1,0,9/8/2020,63708,120,final,9/4/2020 9:22,1005778,1
43709,41,0,1,1,0,9/8/2020,63709,120,final,9/4/2020 9:24,1005779,1
43710,137,1,1,0,0,9/8/2020,63710,120,final,9/4/2020 9:26,1005780,1
43711,27,0,1,0,1,9/8/2020,63711,120,final,9/4/2020 9:28,1005781,1
43712,5,0,1,0,1,9/8/2020,63712,120,final,9/4/2020 9:30,1005782,1
43713,195,1,0,0,1,9/8/2020,63713,120,final,9/4/2020 9:32,1005783,1
43714,33,0,1,0,1,9/8/2020,63714,120,final,9/4/2020 9:34,1005784,1
43719,160,0,1,0,1,9/8/2020,63719,120,final,9/4/2020 9:36,1005785,1
43725,53,1,1,0,0,9/8/2020,63725,120,final,9/4/2020 9:38,1005786,1
43729,83,1,0,0,1,9/8/2020,63729,120,final,9/4/2020 9:40,1005787,1
43732,127,0,1,1,0,9/8/2020,63732,120,final,9/4/2020 9:42,1005788,1
43736,80,1,0,1,0,9/8/2020,63736,120,final,9/4/2020 9:44,1005789,1
43745,66,0,1,1,0,9/8/2020,63745,120,final,9/4/2020 9:46,1005790,1
43746,108,1,1,0,0,9/8/2020,63746,120,final,9/4/2020 9:48,1005791,1
43753,192,0,1,0,1,9/8/2020,63753,120,final,9/4/2020 9:50,1005792,1
43759,179,0,1,1,0,9/8/2020,63759,120,final,9/4/2020 9:52,1005793,1
43760,79,0,1,0,1,9/8/2020,63760,120,final,9/4/2020 9:54,1005794,1
43762,117,1,0,0,1,9/8/2020,63762,120,final,9/4/2020 9:56,1005795,1
43764,184,0,1,1,0,9/8/2020,63764,120,final,9/4/2020 9:58,1005796,1
43765,128,0,1,1,0,9/8/2020,63765,120,final,9/4/2020 10:00,1005797,1
43771,75,0,1,0,1,9/8/2020,63771,120,final,9/4/2020 10:02,1005798,1
43774,1,1,0,0,1,9/8/2020,63774,120,final,9/4/2020 10:04,1005799,1
43779,160,0,1,1,0,9/8/2020,63779,120,final,9/4/2020 10:06,1005800,1
43780,71,1,1,0,0,9/8/2020,63780,120,final,9/4/2020 10:08,1005801,1
43783,69,1,0,0,1,9/8/2020,63783,120,final,9/4/2020 10:10,1005802,1
43790,130,1,0,1,0,9/8/2020,63790,120,final,9/4/2020 10:12,1005803,1
43612,171,1,0,1,1,9/7/2020,63612,120,final,9/4/2020 10:14,1005804,1
43633,134,0,1,1,1,9/7/2020,63633,120,final,9/4/2020 10:16,1005805,1
43649,86,1,0,1,1,9/7/2020,63649,120,final,9/4/2020 10:18,1005806,1
43666,71,0,1,1,1,9/7/2020,63666,120,final,9/4/2020 10:20,1005807,1
43668,44,1,1,1,0,9/7/2020,63668,120,final,9/4/2020 10:22,1005808,1
43671,170,0,1,1,1,9/7/2020,63671,120,final,9/4/2020 10:24,1005809,1
43674,20,0,1,1,1,9/7/2020,63674,120,final,9/4/2020 10:26,1005810,1
43677,81,0,1,1,1,9/7/2020,63677,120,final,9/4/2020 10:28,1005811,1
43679,180,0,1,1,1,9/7/2020,63679,120,final,9/4/2020 10:30,1005812,1
43683,118,1,1,1,0,9/7/2020,63683,120,final,9/4/2020 10:32,1005813,1
43685,183,1,0,1,1,9/7/2020,63685,120,final,9/4/2020 10:34,1005814,1
43687,143,1,1,1,0,9/7/2020,63687,120,final,9/4/2020 10:36,1005815,1
43689,6,1,1,1,0,9/7/2020,63689,120,final,9/4/2020 10:38,1005816,1
43690,41,1,1,1,0,9/7/2020,63690,120,final,9/4/2020 10:40,1005817,1
43692,90,1,0,1,1,9/7/2020,63692,120,final,9/4/2020 10:42,1005818,1
43695,173,1,0,1,1,9/7/2020,63695,120,final,9/4/2020 10:44,1005819,1
43696,43,1,1,0,1,9/7/2020,63696,120,final,9/4/2020 10:46,1005820,1
43697,150,0,1,1,1,9/7/2020,63697,120,final,9/4/2020 10:48,1005821,1
43699,168,0,1,1,1,9/7/2020,63699,120,final,9/4/2020 10:50,1005822,1
43700,99,1,1,1,0,9/7/2020,63700,120,final,9/4/2020 10:52,1005823,1
43703,90,0,1,1,1,9/7/2020,63703,120,final,9/4/2020 10:54,1005824,1
43707,197,0,1,1,1,9/8/2020,63707,120,final,9/4/2020 10:56,1005825,1
43716,121,0,1,1,1,9/8/2020,63716,120,final,9/4/2020 10:58,1005826,1
43718,138,0,1,1,1,9/8/2020,63718,120,final,9/4/2020 11:00,1005827,1
43720,145,1,1,1,0,9/8/2020,63720,120,final,9/4/2020 11:02,1005828,1
43722,68,0,1,1,1,9/8/2020,63722,120,final,9/4/2020 11:04,1005829,1
43726,24,1,1,0,1,9/8/2020,63726,120,final,9/4/2020 11:06,1005830,1
43735,49,0,1,1,1,9/8/2020,63735,120,final,9/4/2020 11:08,1005831,1
43739,22,1,0,1,1,9/8/2020,63739,120,final,9/4/2020 11:10,1005832,1
43741,51,1,0,1,1,9/8/2020,63741,120,final,9/4/2020 11:12,1005833,1
43748,53,0,1,1,1,9/8/2020,63748,120,final,9/4/2020 11:14,1005834,1
43752,114,1,1,1,0,9/8/2020,63752,120,final,9/4/2020 11:16,1005835,1
43758,142,1,1,1,0,9/8/2020,63758,120,final,9/4/2020 11:18,1005836,1
43761,35,1,1,1,0,9/8/2020,63761,120,final,9/4/2020 11:20,1005837,1
43763,31,1,1,0,1,9/8/2020,63763,120,final,9/4/2020 11:22,1005838,1
43767,1,0,1,1,1,9/8/2020,63767,120,final,9/4/2020 11:24,1005839,1
43769,121,0,1,1,1,9/8/2020,63769,120,final,9/4/2020 11:26,1005840,1
43773,170,0,1,1,1,9/8/2020,63773,120,final,9/4/2020 11:28,1005841,1
43782,123,0,1,1,1,9/8/2020,63782,120,final,9/4/2020 11:30,1005842,1
43789,116,1,0,1,1,9/8/2020,63789,120,final,9/4/2020 11:32,1005843,1
43616,35,1,1,1,1,9/7/2020,63616,120,final,9/4/2020 11:34,1005844,1
43653,141,1,1,1,1,9/7/2020,63653,120,final,9/4/2020 11:36,1005845,1
43661,196,1,1,1,1,9/7/2020,63661,120,final,9/4/2020 11:38,1005846,1
43686,13,1,1,1,1,9/7/2020,63686,120,final,9/4/2020 11:40,1005847,1
43688,145,1,1,1,1,9/7/2020,63688,120,final,9/4/2020 11:42,1005848,1
43691,32,1,1,1,1,9/7/2020,63691,120,final,9/4/2020 11:44,1005849,1
43723,21,1,1,1,1,9/8/2020,63723,120,final,9/4/2020 11:46,1005850,1
43768,112,1,1,1,1,9/8/2020,63768,120,final,9/4/2020 11:48,1005851,1
43792,113,1,1,1,1,9/8/2020,63792,120,final,9/4/2020 11:50,1005852,1
43721,181,0,1,0,0,9/8/2020,63721,120,final,9/7/2020 8:00,1005853,1
43787,84,1,0,0,0,9/8/2020,63787,120,final,9/7/2020 8:02,1005854,1
43802,163,0,1,0,0,9/8/2020,63802,120,final,9/7/2020 8:04,1005855,1
43804,166,0,1,0,0,9/8/2020,63804,120,final,9/7/2020 8:06,1005856,1
43810,23,0,1,0,0,9/9/2020,63810,120,final,9/7/2020 8:08,1005857,1
43813,76,0,1,0,0,9/9/2020,63813,120,final,9/7/2020 8:10,1005858,1
43815,132,1,0,0,0,9/9/2020,63815,120,final,9/7/2020 8:12,1005859,1
43823,180,0,1,0,0,9/9/2020,63823,120,final,9/7/2020 8:14,1005860,1
43828,146,0,1,0,0,9/9/2020,63828,120,final,9/7/2020 8:16,1005861,1
43834,171,0,1,0,0,9/9/2020,63834,120,final,9/7/2020 8:18,1005862,1
43840,164,0,1,0,0,9/9/2020,63840,120,final,9/7/2020 8:20,1005863,1
43844,151,0,1,0,0,9/9/2020,63844,120,final,9/7/2020 8:22,1005864,1
43846,50,0,1,0,0,9/9/2020,63846,120,final,9/7/2020 8:24,1005865,1
43847,150,0,1,0,0,9/9/2020,63847,120,final,9/7/2020 8:26,1005866,1
43865,133,0,1,0,0,9/9/2020,63865,120,final,9/7/2020 8:28,1005867,1
43879,101,1,0,0,0,9/9/2020,63879,120,final,9/7/2020 8:30,1005868,1
43740,36,0,1,0,1,9/8/2020,63740,120,final,9/7/2020 8:32,1005869,1
43756,56,1,0,0,1,9/8/2020,63756,120,final,9/7/2020 8:34,1005870,1
43757,87,1,1,0,0,9/8/2020,63757,120,final,9/7/2020 8:36,1005871,1
43770,77,1,0,0,1,9/8/2020,63770,120,final,9/7/2020 8:38,1005872,1
43777,7,0,1,1,0,9/8/2020,63777,120,final,9/7/2020 8:40,1005873,1
43781,96,1,0,0,1,9/8/2020,63781,120,final,9/7/2020 8:42,1005874,1
43784,130,0,1,0,1,9/8/2020,63784,120,final,9/7/2020 8:44,1005875,1
43786,174,1,0,0,1,9/8/2020,63786,120,final,9/7/2020 8:46,1005876,1
43791,68,0,1,1,0,9/8/2020,63791,120,final,9/7/2020 8:48,1005877,1
43793,125,0,1,1,0,9/8/2020,63793,120,final,9/7/2020 8:50,1005878,1
43794,42,0,1,1,0,9/8/2020,63794,120,final,9/7/2020 8:52,1005879,1
43796,22,0,1,1,0,9/8/2020,63796,120,final,9/7/2020 8:54,1005880,1
43797,24,1,0,0,1,9/8/2020,63797,120,final,9/7/2020 8:56,1005881,1
43798,97,1,1,0,0,9/8/2020,63798,120,final,9/7/2020 8:58,1005882,1
43800,7,0,1,0,1,9/8/2020,63800,120,final,9/7/2020 9:00,1005883,1
43803,82,1,0,1,0,9/8/2020,63803,120,final,9/7/2020 9:02,1005884,1
43805,170,1,0,1,0,9/8/2020,63805,120,final,9/7/2020 9:04,1005885,1
43808,30,0,1,1,0,9/9/2020,63808,120,final,9/7/2020 9:06,1005886,1
43809,66,0,1,1,0,9/9/2020,63809,120,final,9/7/2020 9:08,1005887,1
43814,118,1,0,0,1,9/9/2020,63814,120,final,9/7/2020 9:10,1005888,1
43816,3,1,1,0,0,9/9/2020,63816,120,final,9/7/2020 9:12,1005889,1
43819,5,1,0,1,0,9/9/2020,63819,120,final,9/7/2020 9:14,1005890,1
43825,196,0,1,1,0,9/9/2020,63825,120,final,9/7/2020 9:16,1005891,1
43827,147,1,0,0,1,9/9/2020,63827,120,final,9/7/2020 9:18,1005892,1
43830,6,0,1,1,0,9/9/2020,63830,120,final,9/7/2020 9:20,1005893,1
43831,27,0,1,1,0,9/9/2020,63831,120,final,9/7/2020 9:22,1005894,1
43838,51,1,0,0,1,9/9/2020,63838,120,final,9/7/2020 9:24,1005895,1
43841,104,0,1,1,0,9/9/2020,63841,120,final,9/7/2020 9:26,1005896,1
43845,26,0,1,0,1,9/9/2020,63845,120,final,9/7/2020 9:28,1005897,1
43850,121,0,1,0,1,9/9/2020,63850,120,final,9/7/2020 9:30,1005898,1
43853,140,1,1,0,0,9/9/2020,63853,120,final,9/7/2020 9:32,1005899,1
43856,40,0,1,1,0,9/9/2020,63856,120,final,9/7/2020 9:34,1005900,1
43859,186,1,0,0,1,9/9/2020,63859,120,final,9/7/2020 9:36,1005901,1
43862,126,0,1,0,1,9/9/2020,63862,120,final,9/7/2020 9:38,1005902,1
43869,126,0,1,1,0,9/9/2020,63869,120,final,9/7/2020 9:40,1005903,1
43870,126,1,1,0,0,9/9/2020,63870,120,final,9/7/2020 9:42,1005904,1
43742,168,0,1,1,1,9/8/2020,63742,120,final,9/7/2020 9:44,1005905,1
43743,187,1,0,1,1,9/8/2020,63743,120,final,9/7/2020 9:46,1005906,1
43744,167,0,1,1,1,9/8/2020,63744,120,final,9/7/2020 9:48,1005907,1
43749,58,1,1,0,1,9/8/2020,63749,120,final,9/7/2020 9:50,1005908,1
43751,102,1,0,1,1,9/8/2020,63751,120,final,9/7/2020 9:52,1005909,1
43755,99,1,1,1,0,9/8/2020,63755,120,final,9/7/2020 9:54,1005910,1
43766,79,0,1,1,1,9/8/2020,63766,120,final,9/7/2020 9:56,1005911,1
43775,23,1,1,0,1,9/8/2020,63775,120,final,9/7/2020 9:58,1005912,1
43776,181,1,1,1,0,9/8/2020,63776,120,final,9/7/2020 10:00,1005913,1
43785,87,1,0,1,1,9/8/2020,63785,120,final,9/7/2020 10:02,1005914,1
43795,16,1,0,1,1,9/8/2020,63795,120,final,9/7/2020 10:04,1005915,1
43799,200,1,0,1,1,9/8/2020,63799,120,final,9/7/2020 10:06,1005916,1
43801,138,1,1,1,0,9/8/2020,63801,120,final,9/7/2020 10:08,1005917,1
43806,109,0,1,1,1,9/9/2020,63806,120,final,9/7/2020 10:10,1005918,1
43807,45,0,1,1,1,9/9/2020,63807,120,final,9/7/2020 10:12,1005919,1
43811,162,0,1,1,1,9/9/2020,63811,120,final,9/7/2020 10:14,1005920,1
43812,21,1,1,0,1,9/9/2020,63812,120,final,9/7/2020 10:16,1005921,1
43817,96,1,1,1,0,9/9/2020,63817,120,final,9/7/2020 10:18,1005922,1
43821,133,0,1,1,1,9/9/2020,63821,120,final,9/7/2020 10:20,1005923,1
43822,14,1,1,0,1,9/9/2020,63822,120,final,9/7/2020 10:22,1005924,1
43826,92,0,1,1,1,9/9/2020,63826,120,final,9/7/2020 10:24,1005925,1
43829,107,1,0,1,1,9/9/2020,63829,120,final,9/7/2020 10:26,1005926,1
43833,83,1,0,1,1,9/9/2020,63833,120,final,9/7/2020 10:28,1005927,1
43836,2,1,0,1,1,9/9/2020,63836,120,final,9/7/2020 10:30,1005928,1
43842,192,0,1,1,1,9/9/2020,63842,120,final,9/7/2020 10:32,1005929,1
43857,187,0,1,1,1,9/9/2020,63857,120,final,9/7/2020 10:34,1005930,1
43866,9,1,1,0,1,9/9/2020,63866,120,final,9/7/2020 10:36,1005931,1
43882,62,0,1,1,1,9/9/2020,63882,120,final,9/7/2020 10:38,1005932,1
43772,39,1,1,1,1,9/8/2020,63772,120,final,9/7/2020 10:40,1005933,1
43788,43,1,1,1,1,9/8/2020,63788,120,final,9/7/2020 10:42,1005934,1
43849,189,1,1,1,1,9/9/2020,63849,120,final,9/7/2020 10:44,1005935,1
43824,130,1,0,0,0,9/9/2020,63824,120,final,9/8/2020 8:00,1005936,1
43839,100,0,1,0,0,9/9/2020,63839,120,final,9/8/2020 8:02,1005937,1
43852,94,0,1,0,0,9/9/2020,63852,120,final,9/8/2020 8:04,1005938,1
43873,98,1,0,0,0,9/9/2020,63873,120,final,9/8/2020 8:06,1005939,1
43893,166,1,0,0,0,9/9/2020,63893,120,final,9/8/2020 8:08,1005940,1
43903,80,1,0,0,0,9/10/2020,63903,120,final,9/8/2020 8:10,1005941,1
43924,120,0,1,0,0,9/10/2020,63924,120,final,9/8/2020 8:12,1005942,1
43927,165,0,1,0,0,9/10/2020,63927,120,final,9/8/2020 8:14,1005943,1
43932,200,0,1,0,0,9/10/2020,63932,120,final,9/8/2020 8:16,1005944,1
43943,59,0,1,0,0,9/10/2020,63943,120,final,9/8/2020 8:18,1005945,1
43945,108,0,1,0,0,9/10/2020,63945,120,final,9/8/2020 8:20,1005946,1
43946,59,0,1,0,0,9/10/2020,63946,120,final,9/8/2020 8:22,1005947,1
43948,13,0,1,0,0,9/10/2020,63948,120,final,9/8/2020 8:24,1005948,1
43957,118,0,1,0,0,9/10/2020,63957,120,final,9/8/2020 8:26,1005949,1
43959,59,0,1,0,0,9/10/2020,63959,120,final,9/8/2020 8:28,1005950,1
43966,186,0,1,0,0,9/10/2020,63966,120,final,9/8/2020 8:30,1005951,1
43969,42,0,1,0,0,9/10/2020,63969,120,final,9/8/2020 8:32,1005952,1
43992,137,1,0,0,0,9/10/2020,63992,120,final,9/8/2020 8:34,1005953,1
43999,145,0,1,0,0,9/11/2020,63999,120,final,9/8/2020 8:36,1005954,1
44001,161,0,1,0,0,9/11/2020,64001,120,final,9/8/2020 8:38,1005955,1
44002,34,1,0,0,0,9/11/2020,64002,120,final,9/8/2020 8:40,1005956,1
44003,11,0,1,0,0,9/11/2020,64003,120,final,9/8/2020 8:42,1005957,1
44013,10,0,1,0,0,9/11/2020,64013,120,final,9/8/2020 8:44,1005958,1
44016,80,1,0,0,0,9/11/2020,64016,120,final,9/8/2020 8:46,1005959,1
44019,149,1,0,0,0,9/11/2020,64019,120,final,9/8/2020 8:48,1005960,1
44020,1,1,0,0,0,9/11/2020,64020,120,final,9/8/2020 8:50,1005961,1
44024,94,0,1,0,0,9/11/2020,64024,120,final,9/8/2020 8:52,1005962,1
